mold_name,model_number,release_name,color_description,release_year_start,release_year_end
Standing Stock Horse,410421,"Parade of Breeds IV With Rearing Andalusian, Belgian, Cantering Warmblood, Friesian, Lying Foal, Mustang, Peruvian Paso, Standing Foal, Standing Stock Horse, Tennessee Walking Horse",buckskin,2007,
Standing Stock Horse,410512,"Stablemates Parade of Breeds VI With Andalusian, Belgian, Cantering Foal, Cantering Warmblood, Friesian, Highland Pony, Lying Foal, Mustang, Paso Fino",chestnut blanket,2009,
Standing Stock Horse,710717,"Cherry Creek Western Ranch With Cantering Warmblood, Standing Stock Horse, three barrels, four pieces of fencing, a water trough, Border Collie, Cow, Calf, two articulated figures, two western saddles and bridles, a hitching post, hay bale and play mat.","palomino, white mane/tail, off hind sock",2009,
Standing Stock Horse,711077,"All American Trio - Colorado Ranger With Paso Fino, Tennessee Walking Horse",chestnut snowflake,2007,
Standing Stock Horse,711080,1995 Mego See 20th Anniversary Commemorative Set page,palomino pinto,2009,
Standing Stock Horse,711080,2000 Leah's Fancy Chick See 20th Anniversary Commemorative Set page,bay pinto,2009,
Standing Stock Horse,711178,Glimmer Silver Anniversary Stablemates Single Day Models,silver pinto,2013,
Standing Stock Horse,711282,Big Lex,"blue, darker mane/tail, four stockings",2018,
Standing Stock Horse,711485,"Pendragon Best of BreyerFest With Paso Fino, Lipizzaner, Highland Pony, Standing Stock Horse, Warmblood Stallion",bay tobiano,2021,
Standing Stock Horse,720220,Appaloosa (Pony Gals),"chestnut blanket, body colored spots",2009,
Standing Stock Horse,720599,Horse & Foal Set American Quarter Horses With Cantering Foal,"palomino, white mane and tail",2006,
Standing Stock Horse,760201,"Country Vet Gift Set With Scrambling Foal, doll, sheep, calf, other accessories","light grey, darker mane/tail and lower legs",2009,
Standing Stock Horse,760218,"World of Horses Collection Shadow box with American Saddlebred, Andalusian, Appaloosa, Belgian, Clydesdale, Highland Pony, Morgan - Prancing, Peruvian Paso, Shetland Pony, Standing Thoroughbred, Warmblood","chestnut blanket, darker spots",2010,2011
Standing Stock Horse,901850,Country Stable Zip Bin With Walking Arabian,bay pinto,,
Standing Stock Horse,9962502,"Deluxe Farm Pocket Barn With Standing Foal, Mule, barn, doll, vet kit, pig, rooster, chicken, rabbit.",black blanket,2007,
Standing Thoroughbred,1402,"British Breed 4-Piece Set With Clydesdale, Highland Pony, Warmblood Jumper","dark bay pinto, black points, high stockings",2006,
Standing Thoroughbred,5397,"Horse Crazy Gift Collection With Arabian - Walking, Mustang, Standing Stock Horse, Standing Thoroughbred",chestnut,2015,2020
Standing Thoroughbred,5500,"Stablemates Saddle Club 4-piece Play Set With Appaloosa, Standing Stock Horse, Thoroughbred","dun, chocolate points",2008,2011
Standing Thoroughbred,5603,Sport Horse - Pinto With Standing Foal,black pinto,2008,
Standing Thoroughbred,5708,Hanoverian - Sorrel Stablemates Assortment #5907,sorrel,2009,2011
Standing Thoroughbred,5899,Mystery Horse Surprise,sorrel,2017,
Standing Thoroughbred,5906,Thoroughbred Stablemates Single Horse Assortment,bay,2006,2008
Standing Thoroughbred,5906,Thoroughbred Stablemates Single Horse Assortment,light grey,2008,
Standing Thoroughbred,6021,"Super Sporty With Arabian, Standing Stock Horse, Hanoverian, Standing Thoroughbred","bay, black points, off fore sock, near hind stocking",2015,2017
Standing Thoroughbred,6126,"Stablemates Gift Collection With Friesen, Mustang, Warmblood Jumper.",bay blanket,2008,
Standing Thoroughbred,6922,Paint Horse,palomino tobiano,2021,2022
Standing Thoroughbred,9128,"World Equestrian Games Stablemates Shadowbox Shadow Box with Cantering Warmblood, Dressage, Driving, Endurance, Para Dressage, Reining, Vaulting, Warmblood Jumper",chestnut,2010,
Standing Thoroughbred,9245,Spirit Blind Bag Series 2,dark dapple grey,2018,2020
Standing Thoroughbred,59193,Stablemates Horse Crazy Stable,chestnut,2017,2020
Standing Thoroughbred,59200,"Stablemates Tack Shop With horse care products, saddle and bridle racks, boots, brushes, buckets, model with brown English tack.",flea-bitten grey,2006,2008
Standing Thoroughbred,59208,"Horse Crazy Barn With Standing Thoroughbred and a barn that features an attached paddock, working doors that open and close, and two roof sections that flip open for easy access to the interior",solid translucent blue,2014,2016
Standing Thoroughbred,97244,Paint Horse Horse Crazy series,bay pinto,2019,
Standing Thoroughbred,97245,Horse Crazy Surprise,sorrel,2017,
Standing Thoroughbred,97246,Horse Crazy Stable,chestnut,2017,2018
Standing Thoroughbred,97248,"Horse Crazy Gift Collection With Mustang, Arabian Walking, Standing Thoroughbred, Standing Stock Horse",chestnut,2017,2018
Standing Thoroughbred,97261,Horse Crazy Surprise,sorrel,2018,
Standing Thoroughbred,410176,"Parade of Breeds III With Rearing Andalusian, Walking Arabian, Cantering Warmblood, Friesian, Highland Pony, Lying Foal, Peruvian Paso, Standing Foal, Standing Thoroughbred, Warmblood Jumper",metallic chestnut,2006,
Standing Thoroughbred,711080,1997 Bold See 20th Anniversary Commemorative Set page,palomino,2009,
Standing Thoroughbred,711217,Meringue,glossy dapple grey tobiano,2015,
Standing Thoroughbred,711282,Ruffian,"bay, black points, near hind stocking",2018,
Standing Thoroughbred,712193,Cecil,"chestnut overo, bald face, chestnut mane/tail, four stockings",2016,
Standing Thoroughbred,720232,Horspital Play Set With Lying Foal,grey pinto,2009,
Standing Thoroughbred,760218,"World of Horses Collection Shadow box with American Saddlebred, Andalusian, Appaloosa, Belgian, Clydesdale, Highland Pony, Morgan - Prancing, Peruvian Paso, Shetland Pony, Standing Stock Horse, Warmblood",brown,2010,2011
Standing Thoroughbred,B-CS-10034,Dylan,dappled grey,2024,
Standing Thoroughbred,B-EV-10462,Best of BreyerFest Series 6 (Hullabaloo),"palomino sabino pinto, narrow blaze, large snip, white lip, stockings",2025,
Trotting Warmblood,5372,"Horse Crazy Gift Set With American Quarter Horse, Arabian - Rearing, Peruvian Paso, Driving",green,2014,2015
Trotting Warmblood,5716,Knabstrupper Stablemates Assortment #5908,black leopard,2011,2014
Trotting Warmblood,5885,"Mystery Foal Surprise - Family 8 With Hanoverian, Trotting Foal","chestnut pinto, lighter chestnut mane/tail, shaded knees, hind socks",2015,2017
Trotting Warmblood,6036,"Dapples and Dots Four Horse Set With Walking Warmblood, Rearing Andalusian, Arabian, Valegro",chestnut blanket,2018,2019
Trotting Warmblood,6041,Warmblood Assortment #6900,"bay, black points, four stockings",2018,2021
Trotting Warmblood,6058,"Thoroughbred Deluxe Horse Collection With Mirado, Belgian, Morgan, Darley, Thoroughbred, Darwin, Warmblood Jumper, Trotting Warmblood",dapple grey,2020,
Trotting Warmblood,6226,"Pintos and Palominos Gift Set With Darley, Lipizzaner, Quarter Horse, Trotting Warmblood",caramel pinto,2021,2024
Trotting Warmblood,9120,World Equestrian Games: Driving,black,2010,
Trotting Warmblood,9128,"World Equestrian Games Stablemates Shadowbox Shadow Box with Cantering Warmblood, Dressage, Endurance, Para Dressage, Reining, Standing Thoroughbred, Vaulting, Warmblood Jumper",palomino,2010,
Trotting Warmblood,9163,Holsteiner,bay,2014,
Trotting Warmblood,9245,Spirit Blind Bag Series 2,grey,2018,2020
Trotting Warmblood,10060,"Mystery Foal Surprise - Shimmering Sands With Trotting Warmblood, Kit, Scratching Foal",bay going grey,2025,
Trotting Warmblood,10074,Mystery Horse Surprise Series 6,purple/blue splash pinto,2024,
Trotting Warmblood,10313,Max Horses of Graceland,bay,2010,2012
Trotting Warmblood,59243,Deluxe Arena Stable Irish Sport Horse,black pinto,2024,
Trotting Warmblood,97244,Paint Horse,black pinto,2020,
Trotting Warmblood,410528,"Parade of Breeds Para Dressage, Dressage, Shetland Pony, Vaulting, Arabian - Rearing, Scratching Foal, Standing Foal, Driving, Reining, Endurance",chestnut,2011,
Trotting Warmblood,711212,Fauna,translucent green,2011,
Trotting Warmblood,711282,Silver Charm,pearly flea-bitten grey,2018,
Trotting Warmblood,711354,Oliver 30th Anniversary Stablemates Commemorative Set,dark bay pinto,2019,
Trotting Warmblood,711628,Landau Best of BreyerFest Series 4,bay extended blanket appaloosa,2023,
Trotting Warmblood,712052,Tiki,palm trees at sunset scene,2011,
Trotting Warmblood,712515,"Swirls 'n Snowflakes Blind Bags With Hanoverian, Jumping Warmblood, Trotting Warmblood, Walking Thoroughbred",glossy metallic blue w/ silver glitter filigree,2023,
Trotting Warmblood,B-SM-10075,Exquisite Equines,pearly purple/blue splash pinto,2025,
Trotting Warmblood,B-SM-10621,Mystery Foal Surprise - Shimmering Sands,"rose grey, 4 stockings",2026,
Action Stock Horse Foal,225,Action American Buckskin Stock Horse Foal,"buckskin, solid face, black lower legs, black muzzle shading",1987,1988
Action Stock Horse Foal,236,Chestnut Stock Horse Foal,"chestnut with lighter mane and tail, left hind sock, solid face",1984,1986
Action Stock Horse Foal,237,Bay Pinto Stock Horse Foal (1984-1986) Action American Paint Horse Foal (1987-1988),"bay pinto, solid face, black leg joints, four socks",1984,1988
Action Stock Horse Foal,237,Bay Pinto Stock Horse Foal,"bay pinto, black lower legs, black hooves, no socks",1984,
Action Stock Horse Foal,238,Appaloosa Stock Horse Foal (1984-1986) Action American Appaloosa Stock Horse Foal (1987-1988),"grey blanket Appaloosa with airbrushed blanket, black or grey splatter spots, solid face, solid legs",1984,1988
Action Stock Horse Foal,238,Appaloosa Stock Horse Foal (1984-1986) Action American Appaloosa Stock Horse Foal (1987-1988),"semi-glossy grey blanket, black points",1984,1988
Action Stock Horse Foal,724,"Monka Tonga, ""Big Medicine""","palomino blanket Appaloosa, left front and both hind socks, stripe, Native American symbols",1998,
Action Stock Horse Foal,725,"Wakanda O'kie ""Talks to the Gods""","buckskin blanket Appaloosa, left front and two hind socks, stripe, Native American symbols",1998,
Action Stock Horse Foal,763,Appaloosa Foal,"chestnut blanket Appaloosa, right shoulder patch, stripe, left front and right hind socks",1999,2001
Action Stock Horse Foal,810,Action Appaloosa Foal,"chestnut Leopard Appaloosa, splatter spots, grey leg joints and muzzle. Some with pink accents inside their nostrils.",1989,1993
Action Stock Horse Foal,891,"""Sunny"" Action Foal","yellow dun, solid face, grey mane and tail, charcoal shading on cannons, body-colored lower legs. Dorsal stripe, some have leg barring.",1994,1995
Action Stock Horse Foal,934,"""Cricket"" Quarter Horse Foal","liver chestnut, stripe, darker mane and tail, dorsal stripe, right front and hind socks. Some with additional small left hind sock.",1995,1996
Action Stock Horse Foal,1156,"Moonbeam, Grullo Foal","grullo, shaded tail, faint dorsal stripe, black leg joints, right front and left hind socks, blaze covering muzzle, pink muzzle, eye whites.",2005,2008
Action Stock Horse Foal,1169,"Appaloosa Foal, Leopard","black Leopard Appaloosa, black eartips, pink body shading, striped hooves",2002,2004
Action Stock Horse Foal,1367,Fizz,"red roan, blaze covering muzzle, pink muzzle, left hind sock",2008,2010
Action Stock Horse Foal,1397,Fun Foals Collector's Event,"chestnut pinto, two-tone mane, stripe, four stockings",2009,
Action Stock Horse Foal,1397,Fun Foals Collector's Event,"chestnut, black eyes, bicolor mane, chestnut tail, four stockings",2009,
Action Stock Horse Foal,1750,"Scooter With blanket, bracelet","palomino pinto, white mane/tail, blaze, hind socks",2016,2017
Action Stock Horse Foal,1775,Van Gogh,"chestnut over pinto, solid legs, intricate blaze with kissing spots",2017,2019
Action Stock Horse Foal,1775,Van Gogh,chestnut overo,2017,2019
Action Stock Horse Foal,410422,"3-pc. Traditional Spanish Horse Family With Andalusian Stallion, Misty's Twilight","mahogany bay, star and stripe, black points, right fore and left hind socks",2007,
Action Stock Horse Foal,410703,"Kwahu and Alo, Great Spirit of the Mighty Eagle III With Running Stallion","bay pinto with bald eagles camouflaged in his markings, blaze covering muzzle, pink muzzle, four stockings",2003,
Action Stock Horse Foal,410703,"Kwahu and Alo, Great Spirit of the Mighty Eagle III With Running Stallion","light bay pinto with camouflage markings showing eagles, broad blaze, black points, high white stockings",2003,
Action Stock Horse Foal,410802,"Orion and Zorian, Magical Unicorn Set With Black Beauty","pearly white with metallic gold mane, tail, horn and hooves",2002,
Action Stock Horse Foal,710297,Sundance and Skipper With Misty's Twilight,"chestnut pinto, two-tone mane, white tail,blaze, tan-grey hooves",1997,
Action Stock Horse Foal,711621,Axle and Surrey With Lady Phase,"bay extended blanket, one sock",2023,
Action Stock Horse Foal,712092,"Frisky Foals Set With Proud Arabian Foal, Running Foal, Suckling Foal","pale buckskin, chocolate brown mane, tail and legs, solid face",1992,
Action Stock Horse Foal,712171,Rosie and Bailey With Lady Phase with blue ribbon sticker,"red roan, slightly shaded lower legs",2016,
Action Stock Horse Foal,712459,"Breyer Traditional Collector's Family Set With Stock Horse Mare, Stock Horse Stallion","bay peppercorn Leopard Appaloosa, splatter spots, solid face, left hind and both front socks. Some with white right hind coronet",1986,
Adios,50,"Adios, Famous Standardbred","dark bay, tiny star, black points, two hind socks",1969,1973
Adios,50,"Adios, Famous Standardbred","dark bay, tiny star, black points, two hind socks, chalky",1969,1973
Adios,50,Adios Famous Standardbred,"dark bay, tiny star, black points, two hind socks",1971,1973
Adios,51,"""Yellow Mount,"" Famous Paint Horse","dark brown chestnut to medium reddish red chestnut overo with extensive bald face, left hind stocking",1970,1987
Adios,51,"Yellow Mount, Famous Paint Horse","dark brown chestnut to medium reddish red chestnut overo with extensive bald face, left hind stocking",1972,1973
Adios,51-1,Adios,"red chestnut, short blaze, dark chestnut mane/tail, right front and two hind stockings",1986,
Adios,705,Standing Quarter Horse Stallion,"apricot dun, bald face, dark red dun mane and tail, dorsal stripe, four stockings",1988,1989
Adios,720,Rimrock - The Horse Whisperer,"bay, diamond star and snip, left front and rear socks",1998,1999
Adios,830,Quarter Horse Stallion,"blue roan, black points, black hooves",1990,
Adios,853,"""Mesa,"" The Quarter Horse","dark mahogany bay, black points, black hooves, no white",1991,1992
Adios,885,"""Rough 'n Ready"" Quarter Horse","dun, dark red chestnut face with blaze, red chestnut points, two hind stockings",1993,1995
Adios,911,"""Clayton"" Quarter Horse (1995-1995) ""Clayton"" Quarter Horse (1996)","dappled palomino, four stockings, tan hooves",1995,1996
Adios,981,"Best Tango, Quarter Horse","bay dun, solid face, dorsal stripe, black points, four stockings",1997,
Adios,1123,Dale Evans' Buttermilk,"creamy buckskin, chocolate points",2000,2003
Adios,1201,Like A Diamond,"sorrel overo, full apron face, flaxen mane/tail",2003,2005
Adios,1201G,Glossy Like a Diamond,"glossy sorrel overo, full apron face, flaxen mane/tail",2004,
Adios,1359,Tommie Turvey's Pokerjoe With DVD featuring The Riding Instructor,"bay pinto, white a\stockings, white tail, black mane",2008,2010
Adios,1359G,Glossy Pokerjoe,"glossy bay pinto, white a\stockings, white tail, black mane",2009,
Adios,1442,"Abraham Lincoln's Horse ""Old Bob""","brownish bay, darker points",2012,
Adios,1758,Cherry Creek Fonzie Merit,"black, black mane/tail, no white, grey hooves",2016,2017
Adios,3095,"Breyer Rider Gift Set With yellow-tan rubbery western bridle and saddle, Breyer Rider doll","dusky tan palomino, solid face, lighter palomino mane/tail, four stockings",1976,
Adios,5050,Adios Famous Standardbred,"dark bay, tiny star, black points, two hind socks",1971,1973
Adios,5051,"Yellow Mount, Famous Paint Horse","dark brown chestnut to medium reddish red chestnut overo with extensive bald face, left hind stocking",1972,1973
Adios,5100,Yellow Mount,"dark brown chestnut to medium reddish red chestnut overo with extensive bald face, left hind stocking",1970,1972
Adios,10016,Peyton,"chestnut, blaze, sock on left fore",2024,
Adios,90118,Silver Knight,"dapple grey, dark grey or black muzzle, white tail tip, numbered on bottom of hoof",2002,
Adios,410151,Adios,"dapple grey, bald face, grey mane/tail, four stockings",1987,
Adios,410251,Adios,"light sorrel, bald face, flaxen mane/tail, four stockings",1987,
Adios,410385,American Quarter Horse 2-Piece Set With Lady Phase,"shaded dun, dorsal stripe, blaze, brown points, hind stockings",2005,
Adios,430040,Metallic Bay Adios Test Run,"metallic brown bay, blaze, four socks",2023,
Adios,701799,Hollywood Gold,dunalino,2000,
Adios,702002,Brandywine,red taffy,2002,
Adios,707595,Mego,"palomino overo, white diamond brand on right hip, tricolor eyes, white mane/tail,",1995,
Adios,708298,Eureka,"buckskin pinto, white muzzle, black points, man panning for gold image within pinto pattern",1998,
Adios,708298,"Eureka, Judges' Model",same as above w/dorsal stripe,1998,
Adios,710693,"Breyer Three Generation Appaloosa Set With Phantom Wings, Quarter Horse Yearling","bay blanket, blaze, black points, four stockings",1993,
Adios,711121,You Oughta Be in Pictures,"blue black roan pinto, hind stockings",2010,
Adios,711186,Champagne Toast,"chestnut pinto, white stockings, chestnut and white mane/tail",2014,
Adios,711186,Champagne Toast,"silver charm, pink hooves",2014,
Adios,711338,Winner's Circle Autograph Horse With pen,"smoky cream, grey points",2018,
Adios,712033,Frappe,"silver dilute dun, blaze, dark grey knees and muzzle",2009,
Adios,712050,Cocoa Beach,"glossy chestnut Stamped ""Limited Edition 2011"" on belly in gold lettering",2011,
Adios,712104,Amigo,"glossy charcoal, bald face, white mane/tail, stockings, blue ribbon",2014,
Adios,712848,"Traditional Western Horse Collector Set With Foundation Stallion, San Domingo","red dun semi-leopard, bald face, primitive bars on thighs and shoulders, dark red dun mane, tail white on top, dark red chestnut below, four stockings",1987,
Akhal-Teke,1861,Adamek,"bay, star, snip, four socks",2022,2025
Akhal-Teke,1861G,Adamek,"glossy bay, star, snip, four socks",2022,
Akhal-Teke,10293,Maddox,"dappled grey, three socks, stripe",2025,
Akhal-Teke,90196,Altynai,"dappled buckskin sabino, blue eyes, faint dorsal stripe",2020,
Akhal-Teke,711386,Fields of Heather,bay varnish blanket,2020,
Akhal-Teke,711401,Uffington,pearly cremello,2021,
Akhal-Teke,711401,Uffington,silver holographic decorator,2021,
Akhal-Teke,711613,Nemea,"orangey brown with a fiery mane, black tail and black decorative details",2023,
Akhal-Teke,712532,Petra,"red dun, stripe",2024,
Akhal-Teke,B-TR-10619,Fuego,"pearly orange/yellow with red tinted black points, fire-breathing dragons on sides, dragon shaped blaze, brown bi-color eyes",2026,
Amazigh Stallion,1885,Cossaco,"buckskin, star",2024,
Amazigh Stallion,90206,Anamar,"dappled rose grey, front sock",2022,
Amazigh Stallion,90206,Anamar On base,"dappled rose grey, front sock",2022,
Amazigh Stallion,711617,Speos,"chestnut, stripe, two socks",2023,
Amazigh Stallion,711617,Speos,"glossy colorshift red/black decorator, stripe, two socks",2023,
Amazigh Stallion,B-EV-10531,B'saha,black tovero pinto,2025,
Amazigh Stallion,B-EV-10531,Glossy B'saha,black tovero pinto,2025,
Amazigh Stallion,B-CS-10361,Riah,"splatter dapple grey, 4 socks",2025,
Amazigh Stallion,B-CS-10361,Riah,"splatter dapple grey, black points, 4 socks",2025,
Amazigh Stallion,B-CS-10627,Lisboa,"glossy bay, blaze, stocking on left rear leg",2026,
Amazigh Stallion,B-TR-10670,Yàn Wǔ: Chinese Year of the Fire Horse,glossy metallic red splash pinto,2026,
Amber,1256,Twin Palomino Foals With Ashley,"palomino, blaze, white mane/tail, faint socks or stockings",2004,2005
Amber,1297,Takoda,"chestnut tobiano, broad blaze, flaxen mane/tail, stockings",2007,2009
Amber,1326,Mare and Foal Color Crazy Event With National Show Horse,"light to dark chestnut, blaze, chestnut mane, white tail, hind stockings, fore socks",2008,
Amber,1326,Mare and Foal Color Crazy Event - variation With National Show Horse,"chestnut, no blaze or stockings",2008,
Amber,1437,Appaloosa Foals With Ashley,"brown leopard, grey muzzle",2012,2014
Amber,1437G,Glossy Appaloosa Foals With Ashley,"glossy brown leopard, grey muzzle",2014,
Amber,1749,Sweet Pea With blanket and necklace,"chestnut, wide blaze, four stockings",2016,2017
Amber,3197,Amber & Ashley With Ashley,"chestnut, star, darker chestnut mane/tail, grey chestnuts, right front and two hind stockings",1997,1999
Amber,3356,Twin Morgan Foals With Ashley,"dark bay, star and snip, black points",2000,2002
Amber,10279,Freya & Annika Ornament Set With Marabella,sooty buckskin overo,2024,
Amber,410154,"Black Tie Affaire With Strapless, Zippo Pine Bar","black blanket, blaze, snip, hind stockings",2004,
Amber,620005,Mare and Foal Care Set With Lady Phase,chestnut tobiano,2009,
Amber,700399,Cricket & Willow With Ashley,"glossy bay pinto, bald face, four stockings, black points",1999,
Amber,700402,"Sugarplum and Peppermint With Ashley, toboggan, presents, snowballs, earmuffs, scarf","chestnut/sorrel, lighter lower legs",2002,
Amber,700636,"North Pole Play Set With doll, antler headband, halter, saddlebags, Christmas list.","chestnut pinto, blaze, white tail, chestnut/white mane, stockings",2006,
Amber,710301,Shadow of Blue,"blue with black overcoat, star and snip, black points",2001,
Amber,710600,Leah's Fancy Breyer,"dun pinto, star, white tail tip",2000,
Amber,712376,Dusk and Dawn With Marabella,glossy charcoal,2021,
Amber,760898,Twin Appaloosa Foals With Ashley,"bay blanket, blaze, right fore and left hind socks",1998,
American Saddlebred Stallion,571,Breyer 50th Anniversary Mantelpiece Clock,palomino,2000,
American Saddlebred Stallion,571,Breyer 50th Anniversary Mantelpiece Clock,glossy palomino,2003,
American Saddlebred Stallion,1141,American Saddlebred,"black and white pinto, broken blaze with snip",2001,2006
American Saddlebred Stallion,1141,American Saddlebred Stallion,glossy black pinto,2001,
American Saddlebred Stallion,1268,Chubasco and Caravelle With Saddlebred Weanling,"matte chestnut pinto, one blue and one brown eye",2006,
American Saddlebred Stallion,1268,Chubasco and Caravelle With Saddlebred Weanling,"chestnut pinto, one blue and one brown eye",2006,
American Saddlebred Stallion,1276,Harmonie Tuigpaard Dutch Harness Horse,"bay, black points, four stockings",2007,2008
American Saddlebred Stallion,1276,Glossy Harmonie,"glossy bay, black points, four stockings",2007,
American Saddlebred Stallion,1421,Diamond Jubilee - 60th Anniversary Horse,"silver filigree, coat incorporates the sparkle of real diamond dust",2010,
American Saddlebred Stallion,1717,Mù Wén Ma,"woodgrain, star, snip, four socks",2014,
American Saddlebred Stallion,1755,Patriot,"translucent red, white, and blue",2016,
American Saddlebred Stallion,90110,Third Time's a Charm,"dappled liver chestnut, blaze into white muzzle, light and darker chestnut mane/tail, darker lower legs, three stockings, off hind sock",2001,
American Saddlebred Stallion,300307,John Wayne's Duke,light fleabitten grey,2007,
American Saddlebred Stallion,410145,"Family Saddlebred Trio With Rejoice, Saddlebred Weanling",dark grey,2005,
American Saddlebred Stallion,700116,Holiday Horse on Parade,champagne,2013,
American Saddlebred Stallion,701401,Odyssey,midnight blue with stars,2001,
American Saddlebred Stallion,701715,30th Anniversary Special Edition,"Gold Charm, white points",2005,
American Saddlebred Stallion,701715,30th Anniversary Special Edition,"Copenhagen, white points",2005,
American Saddlebred Stallion,701715,30th Anniversary Special Edition,"Gold Florentine, white points",2005,
American Saddlebred Stallion,701715,30th Anniversary Special Edition,"Wedgewood Blue, white points",2005,
American Saddlebred Stallion,710803,Gunsmoke,dark grulla sabino,2003,
American Saddlebred Stallion,710100,American Saddlebred Stallion,glossy dapple grey,2000,
American Saddlebred Stallion,711163,Glossy Dapple Grey American Saddlebred - Ryman,glossy dappled grey,2013,
American Saddlebred Stallion,711194,Paddyngton's Mark of Distinction,chestnut pinto,2014,
American Saddlebred Stallion,711195,Argento,light grey,2014,
American Saddlebred Stallion,711205,Merlin Resin model with scales and wings,iridescent purple/blue,2005,
American Saddlebred Stallion,711341,Banner,glossy red and black Tortuga clearware,2019,
American Saddlebred Stallion,711341,Banner,glossy blue and green clearware,2019,
American Saddlebred Stallion,711363,Cap,"golden palomino, cream with pearl shimmer mane/tail",2019,
American Saddlebred Stallion,712044,Spring Has Sprung,lavender roan pinto,2011,
American Saddlebred Stallion,712048,Confetti,palomino,2011,
American Saddlebred Stallion,712255,Kehinde First in the Wild Animals series,"bay ""okapi"" pattern",2018,
American Saddlebred Stallion,712292,Muir Woods,"glossy dappled chestnut, star, near hind sock",2019,
American Saddlebred Stallion,760248,Livingston,"bay pinto, stripe, black and white mane/tail, four stockings",2021,
American Saddlebred Stallion,B-TR-10319,American Saddlebred 2000: American Saddlebred Stallion (25 years old),"buckskin appaloosa, star, dark brown mane, white and dark brown tail. Appaloosa blanket made up of mini-silhouettes of other Breyer molds.",2025,
Andalusian Foal,1777,Fantasia Del C and Gozosa With Andalusian Mare,"bay, black points, four faint stockings",2017,2019
Andalusian Foal,1777,Glossy Fantasia Del C and Gozosa With Andalusian Mare,"glossy bay, black points, four faint stockings",2019,
Andalusian Foal,90173,Hermosa and Corazon With Andalusian Mare,black spotted tobiano,2015,
Andalusian Foal,711239,Mamacita y Chico With Andalusian Mare,sooty buckskin,2016,
Andalusian Foal,712307,Mira & Antares With Andalusian Mare,dappled copper chestnut with purple interference,2019,
Andalusian Foal,712339,Tamu and Chai With Welsh Foal,"reddish brown over white base coat, with white stripes and markings",2020,
Andalusian Foal,712388,La Molina & Masella With Andalusian Mare,glossy blue filigree,2020,
Andalusian Foal,712430,Poppy & Ollie With Andalusian Mare,glossy dappled primitive bay,2022,
Andalusian Foal,712430,Poppy & Ollie With Andalusian Mare,glossy alabaster inspired perlino w/ metallic sheen,2022,
Andalusian Foal,712430,Poppy & Ollie With Andalusian Mare,"glossy shaded chalky palomino, star, four stockings",2022,
Andalusian Foal,B-TR-10671,Betsy & Ross (Ross),glossy red clearware decorator,2026,
Criollo Stallion,10210,Bandalero,bay sabino,2024,
Criollo Stallion,10210G,Bandalero,glossy bay sabino,2024,
Criollo Stallion,B-EV-10452,Future is Bright,"sooty palomino, stocking on right front and left rear legs. Full mane.",2025,
Criollo Stallion,B-EV-10452,Future is Bright,"sooty palomino, stocking on right front and left rear legs. Roached mane.",2025,
Criollo Stallion,B-TR-10668,Jaguel Hilton,"dappled grey, 4 socks",2026,
Georg,1843,Theo - Ardenner,"bay roan, snip, darker points",2021,2023
Georg,1884,Legend,bay tovero,2024,
Georg,1884,Glossy Legend,bay tovero,2025,
Georg,9311,Theo - Ardenner,"glossy bay roan, snip, darker points",2022,
Georg,10126,You Oughta Know,"dappled bay sabino, blue eyes",2024,
Georg,90194,Georg,"dappled bay, black points, near hind sock",2019,
Georg,712340,Zugspitze,silver filigree,2021,
Georg,711374,Oak,bay semi-leopard varnish,2020,
Georg,711602,Rhenish Draft,flaxen chestnut w/ blaze and three stockings,2022,
Georg,711602,Rhenish Draft,glossy flaxen chestnut w/ blaze and three stockings,2022,
Georg,712371,Julius,red roan,2021,
Georg,712446,Honeybear,flaxen chestnut tobiano,2022,
Georg,B-EV-10781,Vegvísir,"dappled palomino, apron blaze, rear stockings, front low socks and white feathers",2026,
Georg,B-EV-10781,Vegvísir,"dappled bucksin, apron blaze, rear stockings",2026,
Georg,B-EV-10781,Vegvísir,,2026,
Georgina,B-CS-10657,Georgina,buckskin tobiano pinto,2026,
In-Between Mare,712326,Zahra,"glossy dappled blood bay, black points, off hind stocking",2020,
In-Between Mare,712326,Zahra,glossy dappled rose grey pinto,2020,
In-Between Mare,712326,Zahra,dappled palomino,2020,
Man O' War,47,Man O' War,"matte and semigloss red chestnut, star, darker chestnut mane/tail, black halter with gold rings",1967,1995
Man O' War,47,Man O' War,"semigloss red chestnut, star, darker chestnut mane/tail, black halter with gold rings",2010,
Man O' War,718,General Lee's Traveller,"light shaded grey, black mane/tail, darker grey shaded knees, four stockings, black halter with gold fittings",1998,1999
Man O' War,966,My Prince,"smutty chestnut, no white, black or bi-color eyes, darker chestnut mane/tail, grey-shaded muscle grooves and leg joints, dark brown halter",1996,1997
Man O' War,1189,War Admiral,"shaded dark bay, black points, black halter with gold fittings",2003,2004
Man O' War,1271,Spectacular Bid,"flea bitten grey, shaded muzzle, light grey or white mane/tail, shaded knees and hocks, black halter with gold fittings, blue blanket with ""Spectacular Bid""",2006,
Man O' War,1489,War Horse Joey Traditional Scale Horse and Book Set,"glossy red bay, blaze, black points, four socks, black halter with gold fittings",2012,
Man O' War,5047,Man O' War,"matte and semigloss red chestnut, star, darker chestnut mane/tail, black halter with gold rings",1972,1973
